,participant_id,file_name,Sentence ID,Iteration,probability,Expected Transcription,large,base,medium,small,tiny
578,t2,t2_F_MN_SAUCE_block0_sauce_5_2_L2_large-v3.txt,5_2,L2,low prob,She got stung by a flag.,she cast on by a flag.,She got stunned by a flag.,She got stunned by a flag.,She cost on by a flag.,She costs a non dives leg.
579,t2,t2_F_MN_SAUCE_block0_sauce_30_1_L2_large-v3.txt,30_1,L2,low prob,"At the picnic, the crumbs attracted eggs.","At the picnic, the crumbs attract eggs.","At the picnic, the crumbs attract eggs.","At the picnic, the crumbs attract eggs.","At the picnic, the crumbs attract eggs.","At the picnick, the crumbs attract acts."
580,t2,t2_F_MN_SAUCE_block0_sauce_21_3_L2_large-v3.txt,21_3,L2,high prob,"He always wears a helmet on that fast, loud motorcycle.","He always wears a helmet on that fast, loud motorcycle.",He always wears a helmet on that fast-lauth motorcycle.,He always wears a helmet on that fast-load motorcycle.,He always wears a helmet on that fast loud motorcycle.,He always wears a helmet on their fast-loud motorcycle.
581,t2,t2_F_MN_SAUCE_block0_sauce_33_2_L1_large-v3.txt,33_2,L1,low prob,"For Halloween, he carved a dress.","For Halloween, he curved a dress.","For Halloween, he curled a dress.","For Halloween, he curved a dress.","For Halloween, he curled a dress.","For Halloween, he curled a dress."
582,t2,t2_M_MN_SAUCE_block4_sauce_95_2_L1_large-v3.txt,95_2,L1,nonword,"Riding on a shoom was an old, mean baby.",Riding on a Shroom with an Old Mean Baby.,Ready on a Shroom with an Old Ming Baby.,riding on a shroom with an old mean baby.,ready on a shroom with an old Ming baby.,Ready on a shim with an old Ming baby.
583,t2,t2_F_MN_SAUCE_block0_sauce_73_1_R4P1_large-v3.txt,73_1,R4P1,high prob,Use the remote to change the channels on the tv.,Use the remote to change the channels on the TV.,Use the remote to change the channels on the TV.,Use the remote to change the channels on the TV.,Use the remote to change the channels on the TV.,Use the remote to change the channels on the TV.
584,t2,t2_M_MN_SAUCE_block4_sauce_96_1_L2_large-v3.txt,96_1,L2,nonword,"In the oods lived a big, growly witch.",In the woods lived a big growly witch.,"In the woods, leave a big crawly wedge.",In the woods live a big growly wedge.,"In the woods, leave a big growlywedge.","In the woods, leave a big growliewage."
585,t2,t2_M_MN_SAUCE_block4_sauce_87_3_L2_large-v3.txt,87_3,L2,low prob,I like to bounce the slide.,I like to bounce the slide.,I like to bounce the slide.,I like to bounce the slide.,I like to bounce the slide.,I like to bounce the slide.
586,t2,t2_M_MN_SAUCE_block4_sauce_100_1_L1_large-v3.txt,100_1,L1,nonword,I wish I had a plunk like that rubber ducky.,i wish i had a plunk like that rubber ducky.,I wish I had a plunk like that Robert Ducky.,I wish I had a plonk like that rubber ducky.,I wish I had a plunk like that rubber ducky.,I wish I had a plunk like that rubber duckie.
587,t2,t2_F_MN_SAUCE_block0_sauce_56_3_L1_large-v3.txt,56_3,L1,nonword,I was scared that under my gred there could be a motorcycle.,I was scared that under my grad there could be a motorcycle.,I was scared that under my grad deer could be a motorcycle.,I was scared that under my grad there could be a motorcycle.,I was scared that under my grad there could be a motorcycle.,"I was scared that under my grad, there could be a motorcycle."
588,t2,t2_F_MN_SAUCE_block0_sauce_47_1_L1_large-v3.txt,47_1,L1,nonword,"At brinner, my family sits together at the man.","At Brinner, my family sits together at the man.","A printer, my family sits together at the man.","At Brinner, my family sits together at the main.","At Brinner, my family sits together at the man.","At Breiner, my family says together at the man."
589,t2,t2_F_MN_SAUCE_block0_sauce_44_2_L2_large-v3.txt,44_2,L2,low prob,"When Grandma reads, she needs her boat.","When Grandma reads, she knits her boat.",When grandma read she needs her boat.,when grandma read she needs her boat.,When grandma read she needs her boat.,When Grandma reads she needs her boat.
590,t2,t2_F_MN_SAUCE_block0_sauce_18_3_L1_large-v3.txt,18_3,L1,low prob,Mommy read me my favorite broom.,Mommy wrapped me up my favorite broom.,Mommy Rad meal my favorite broom.,"Mommy Ratmeal, my favorite broom.",Mommy wrapped me up my favorite broom.,Mommy rat me of my favorite broom.
591,t2,t2_F_MN_SAUCE_block0_sauce_21_1_L1_large-v3.txt,21_1,L1,low prob,"He always wears a helmet on that fast, loud ball.","He always wears a helmet on that fast, loud ball.",He always wears a helmet on that fast loud ball.,He always wears a helmet on that fast loud ball.,He always wears a helmet on the on that fast loud ball.,You always wear a helmet on the on the fast lull ball.
592,t2,t2_F_MN_SAUCE_block0_sauce_30_3_L1_large-v3.txt,30_3,L1,nonword,"At the ricnic, the crumbs attracted eggs.","At the reticnique, the crumbs attract eggs.","At the Riknik, the crumbs attract eggs.","At the ricknick, the crumbs attract eggs.",Add the rig nick to Chrome's attract X.,"At the right neck, the crumbs attract eggs."
593,t2,t2_F_MN_SAUCE_block0_sauce_8_2_L1_large-v3.txt,8_2,L1,high prob,"If shorts won't be warm enough, you can wear pants.","If shorts won't be warm enough, you can wear pants.","If short warm be warm enough, you can wear pants.","If shorts warm be warm enough, you can wear pants.",If shorts warm be warm enough you can wear pants.,"If short warm be warm enough, you can wear pants."
594,t2,t2_F_MN_SAUCE_block0_sauce_22_2_L2_large-v3.txt,22_2,L2,nonword,The kide wore a fancy bed.,The kite wore a fancy bed.,The kite wore a fancy bat.,The kite wore a fancy bed.,The kite wore a fancy bed.,The Canada Mosque just no.
595,t2,t2_F_MN_SAUCE_block0_sauce_47_3_L2_large-v3.txt,47_3,L2,low prob,"At dinner, my family sits together at the man.","At dinner, my family sits together at the man.",A dinner my family sets together as a man.,"At dinner, my family sits together as a man.","At dinner, my family sits together at the man.",At dinner my family sits together at the men.
596,t2,t2_F_MN_SAUCE_block0_sauce_56_1_L2_large-v3.txt,56_1,L2,high prob,I was scared that under my bed there could be a monster.,I was scared that under my bed there could be a monster.,I was scared that onto my bed there could be a monster.,I was scared that under my bed there could be a monster.,I was scared that under my bed there could be a monster.,I was scared that I'll do my bad there could be a monster.
597,t2,t2_F_MN_SAUCE_block0_sauce_55_2_L1_large-v3.txt,55_2,L1,high prob,The sound was so loud I had to cover my ears.,The sound was so loud I had to cover my ears.,The sound was so loud I had to cover my ears.,The sound was so loud I had to cover my ears.,The sound was so loud I had to cover my ears.,The sound was so loud I had to cover my ears.
598,t2,t2_F_MN_SAUCE_block0_sauce_18_1_L2_large-v3.txt,18_1,L2,high prob,Mommy read me my favorite book.,Mommy read me my favorite book.,Mommy ran me my favorite boot.,MamiRami my favorite book.,Mommy Rami my favorite book.,Mommy rammy my favorite food.
599,t2,t2_M_MN_SAUCE_block4_sauce_84_2_L2_large-v3.txt,84_2,L2,nonword,The brave pight killed the chair.,The brave pike queued the chair.,The brave pike you the cheer.,The brave pike killed the chair.,The brave pike killed the cheer.,The brave pack you the cheer.
600,t2,t2_F_MN_SAUCE_block0_sauce_65_3_R2P1_large-v3.txt,65_3,R2P1,low prob,The coloring book comes with a box of hair.,"The coloring books come with a box of hair.
The coloring book comes with a box of hair.
Ready.
Okay.",The coloring books come with a box of here.,"The coloring books come with a box of hair.
The coloring book, no, comes with a box of hair.
Ready.
Okay.","The coloring books come with a box of hair.
Okay.",The coloring books can't with a box of here.
601,t2,t2_M_MN_SAUCE_block4_sauce_100_3_L2_large-v3.txt,100_3,L2,high prob,I wish I had a trunk like that elephant.,I wish I had a trunk like the elephants.,I wish I had a strong lighter elephant.,I wish I had a trunk like the elephant.,I wish I had a strong light that elephants.,I wish I had a strong light to elephant.
602,t2,t2_M_MN_SAUCE_block4_sauce_87_1_L1_large-v3.txt,87_1,L1,nonword,I like to crounce the slide.,I like to crown the slide.,I like to crown the slide.,I like to crown the slide.,I like to crown the slide.,I like to crown the slide.
603,t2,t2_F_MN_SAUCE_block0_sauce_71_1_R3P1_large-v3.txt,71_1,R3P1,high prob,I have a spoon but I need a fork.,I have a spoon but I need a fork.,I have a spoon but I need a fork.,I have a spoon but I need a fork.,I have a spoon but I need a fork.,I have a spoon but I need a fork.
604,t2,t2_M_MN_SAUCE_block4_sauce_96_3_L1_large-v3.txt,96_3,L1,low prob,"In the woods lived a big, growly bear.",In the woods lived a big growly bear.,"In the woods, leave a big grully beer.",In the woods live a big growly bear.,In the woods live a big grally bear.,In the woods leave a big growlip here.
605,t2,t2_F_MN_SAUCE_block0_sauce_3_1_R1P1_large-v3.txt,3_1,R1P1,nonword,"The hing wore a shiny, gold box",The king wore a shiny gold box.,The King wore a shiny gold box.,The Hing wore a shiny gold box.,The hinge were a shiny gold box.,The Hingwer is shiny gold box.
606,t2,t2_F_MN_SAUCE_block0_sauce_67_3_L1_large-v3.txt,67_3,L1,high prob,The caterpillar turned into a butterfly.,The caterpillar turned into a butterfly.,The caterpillar turned into a barred fly.,The caterpillar turned into a bird of fly.,The caterpillar turned into a bird fly.,The caterpillar turned into a butterfly.
607,t2,t2_F_MN_SAUCE_block0_sauce_29_3_L1_large-v3.txt,29_3,L1,nonword,The tift was inside the zebra.,The tift was inside the zebra.,The tip was inside a zebra.,The tipped was inside the zebra.,The tipped was inside the zebra.,The tiff was inside a zebra.
608,t2,t2_F_MN_SAUCE_block0_sauce_75_2_L2_large-v3.txt,75_2,L2,high prob,"To drive the car, daddy turns the wheel.","To drive the car, daddy turns the wheel.",to drive the car that it turns the wheel.,"To drive the car, Daddy turns the wheel.",to drive the car that it turns the wheel.,To drive the car that it earns the wheel.
609,t2,t2_F_MN_SAUCE_block0_sauce_3_3_L2_large-v3.txt,3_3,L2,low prob,"The king wore a shiny, gold box",The king wore a shiny gold box.,The King wore a shiny gold box.,The king wore a shiny gold box.,The king wore a shiny gold box.,The King wore a shiny gold box.
610,t2,t2_F_MN_SAUCE_block0_sauce_38_1_L1_large-v3.txt,38_1,L1,nonword,I fixed the torn mage with a piece of book.,I fixed the Torrid Mage with a piece of book.,I fixed the tour mage with a piece of book.,I fixed the torn mage with a piece of book.,I fixed the tour of mage with a peace off book.,I fixed the tour mage with a piece of book.
611,t2,t2_M_MN_SAUCE_block4_sauce_77_1_L2_large-v3.txt,77_1,L2,high prob,The aquarium has many different fish.,The aquarium has many different fish.,The aquarium has many different fish.,The aquarium has many different fish.,The aquarium has many different fish.,The aquarium has many different fish.
612,t2,t2_F_MN_SAUCE_block0_sauce_10_3_L2_large-v3.txt,10_3,L2,high prob,Watch the astronaut launch the rocket.,Watch the astronaut launch the rocket.,Watch the astronaut launch the rocket.,Watch the astronaut launch the rocket.,Watch the astronaut launch the rocket.,Watch the astronaut launch the rocket.
613,t2,t2_F_MN_SAUCE_block0_sauce_67_1_L2_large-v3.txt,67_1,L2,nonword,The matterpillar turned into a piano.,The caterpillar turned into a piano.,The caterpillar turned into a piano.,The metapillar turned into a piano.,The metapillar turned into a piano.,The Madapiller turned into a piano.
614,t2,t2_F_MN_SAUCE_block0_sauce_38_3_L2_large-v3.txt,38_3,L2,low prob,I fixed the torn page with a piece of book.,I fix the torn page with a piece of book.,I fixed the torn page with a piece of book.,I fixed the torrent page with a piece of book.,I fixed the torn page with a piece of book.,I fixed the torn page with a piece of look.
615,t2,t2_F_MN_SAUCE_block0_sauce_64_2_L1_large-v3.txt,64_2,L1,low prob,You can open the locked door with the shovel.,You can open the locked door with the shovel.,You can open the lock door above the shovel.,You can open the lock door with the shovel.,You can open the lock door with the shovel.,You can open the lock door with the shower bowl.
616,t2,t2_F_MN_SAUCE_block0_sauce_3_1_L1_large-v3.txt,3_1,L1,nonword,"The hing wore a shiny, gold box",The king wore a shining gold box.,The King wore a shiny golden gold box.,The Hing wore a shining gold box.,The hinge wore a shiny gold box.,The hing were a shining golden gold box.
617,t2,t2_F_MN_SAUCE_block0_sauce_29_1_L2_large-v3.txt,29_1,L2,low prob,The gift was inside the zebra.,The gift was inside the zebra.,The gift was inside the zebra.,The gift was inside the zebra.,The gift was inside the zebra.,The gift was inside the zebra.
618,t2,t2_F_MN_SAUCE_block0_sauce_10_1_L1_large-v3.txt,10_1,L1,low prob,Watch the astronaut launch the santa.,Watch the astronaut launch the center.,Watch the astronaut launch the center.,Watch the astronaut launch the center.,Watch the astronaut launch the center.,Watch the astronaut launch the center.
619,t2,t2_M_MN_SAUCE_block4_sauce_77_3_L1_large-v3.txt,77_3,L1,low prob,The aquarium has many different swings.,"Aquarium has many different swings.
Okay.","Aquarian has many different swings.
Okay.",Aquarium has many different swings.,"Aquarium has many different swings.
Okay.","Aquarium has many different swings.
Okay."
620,t2,t2_F_MN_SAUCE_block0_sauce_13_2_L2_large-v3.txt,13_2,L2,nonword,My suncle dug a hole with a tree.,My son called dog a hoe with a tree.,My son called a doggy hole with a tree.,My song called Dog a Hole with a Tree.,My suncoat dug a hole with a tree.,My sunglasses get whole with a tree.
621,t2,t2_M_MN_SAUCE_block4_sauce_82_3_L2_large-v3.txt,82_3,L2,low prob,I want to sleep in my dog.,I want to sleep in my dog.,I want to sleep in my dog.,I want to sleep in my dog.,I want to sleep in my dog.,I want to sleep in my dog.
622,t2,t2_M_MN_SAUCE_block4_sauce_93_1_L2_large-v3.txt,93_1,L2,nonword,I pledge asSEEgiance to the elephant.,I plead assiduance to elephants.,I plead a sea-gents to elephants.,I plead allegiance to the elephants.,I plead a siegence to the elephants.,I plead allegiance to elephants.
623,t2,t2_M_MN_SAUCE_block4_sauce_90_2_L1_large-v3.txt,90_2,L1,high prob,"When recess ends, the teacher rings the bell.","When reset ends, the teacher rings the bell.","When recess ends, the teacher rings the bell.","When recess ends, the teacher rings the bell.","When reset ends, the teacher rings the bell.","When recess ends, the teacher rings the bell."
